0.8049889441	subway
0.8021861382	roman
0.7949286223	diavola
0.7926134662	taco
0.7923538614	boulder
0.7903536911	village
0.7900351629	yelped
0.7898258916	america
0.7894215567	fresca
0.7892315982	trattoria
0.7892300651	nancy
0.7889682799	cabernet
0.7869934210	bacio
0.7865987724	spiedini
0.7845426379	centennial
0.7841224796	riesling
0.7834160707	bolognese
0.7833964269	salsiccia
0.7832358824	greek
0.7831759737	pub
0.7830869995	enoteca
0.7830212670	tapas
0.7827884801	robert
0.7826683073	napoletana
0.7825733422	nora
0.7821510183	museum
0.7817948946	curry
0.7810603921	euro
0.7790891574	ray's
0.7790128395	cajun
0.7789632183	royal
0.7778651379	festival
0.7775233694	max
0.7774907976	henderson
0.7773696023	fridays
0.7770320596	venice
0.7767652129	jones
0.7767591381	mezzaluna
0.7764499743	frank
0.7764413920	bianco
0.7762772232	studio
0.7762737600	rose
0.7754871034	trop
0.7750126304	avenue
0.7749921473	angels
0.7749166460	margarita
0.7748617444	international
0.7747541358	grille
0.7747286108	toscana
0.7747255822	puttanesca
0.7741707239	anthem
0.7738899399	shirley
0.7735293054	california
0.7732897997	seabass
0.7730472862	gnudi
0.7730191576	central
0.7728405528	european
0.7724737159	valet
0.7721583874	james
0.7715976256	vegetariana
0.7715560446	ristorante
0.7715359463	jimmy
0.7714845607	church
0.7708506775	mojito
0.7700809125	sedona
0.7691823477	d.o.c.g
0.7691676175	christmas
0.7690975842	north
0.7688829744	arrowhead
0.7686016963	lady
0.7685040782	parma
0.7684154898	italy
0.7683900970	joe
0.7682723664	robin
0.7682083782	ocean
0.7679652587	rosa
0.7678957728	chopped
0.7677792367	italiano
0.7677670670	joan
0.7676538708	crudo
0.7675351716	original
0.7674165590	primavera
0.7672408719	amalfi
0.7671385922	bend
0.7670983201	rigatony
0.7670266197	american
0.7668574754	westgate
0.7668523220	bombolini
0.7665711478	albacore
0.7664603914	turf
0.7664602347	gouda
0.7664241445	brooklyn
0.7663760143	grill
0.7661014914	manhattan
0.7660372919	mule
0.7658002249	kobe
0.7657084373	susan
0.7653362893	burrito
0.7652994304	bakery
0.7651716637	boston
0.7651609424	irish
0.7651267046	durango
0.7650881423	carpaccio
0.7649436900	coke
0.7648678246	native
0.7646227654	roma
0.7645518818	nova
0.7645046354	howard
0.7641593916	thai
0.7640391319	buffet
0.7640081409	michelin
0.7638456507	zeppolis
0.7635572448	oak
0.7634882755	vita
0.7634319407	tokyo
0.7633657124	godfather
0.7633555915	sonoma
0.7632921281	portofino
0.7632853864	pescatore
0.7631739770	yard
0.7631123883	antipasto
0.7628841822	crown
0.7628095340	louie
0.7627161844	fungi
0.7626140933	peoria
0.7624978644	doughnuts
0.7624933936	sam
0.7623369208	total
0.7623040550	sergio
